222,"1168 Najafabad Parkway","Kabol","40301","886649065861","POINT(69.1723396 34.5281317)","Kabul","Afghanistan","2018-11-28 14:36:17"
446,"1924 Shimonoseki Drive","Batna","52625","406784385440","POINT(6.1741493 35.5559713)","Batna","Algeria","2018-11-28 14:36:17"
73,"1031 Daugavpils Parkway","Bchar","59025","107137400143","POINT(0 0)","Bchar","Algeria","2018-11-28 14:36:17"
180,"757 Rustenburg Avenue","Skikda","89668","506134035434","POINT(6.9092172 36.8761757)","Skikda","Algeria","2018-11-28 14:36:17"
325,"1892 Nabereznyje Telny Lane","Tutuila","28396","478229987054","POINT(0 0)","Tafuna","American Samoa","2018-11-28 14:36:17"
534,"486 Ondo Parkway","Benguela","35202","105882218332","POINT(13.4054777 -12.5762601)","Benguela","Angola","2018-11-28 14:36:17"
388,"368 Hunuco Boulevard","Namibe","17165","106439158941","POINT(12.1522211 -15.1961143)","Namibe","Angola","2018-11-28 14:36:17"
386,"1368 Maracabo Boulevard","","32716","934352415130","POINT(-63.0833345 18.1833393)","South Hill","Anguilla","2018-11-28 14:36:17"
364,"1623 Kingstown Drive","Buenos Aires","91299","296394569728","POINT(-58.3333333 -34.8333375)","Almirante Brown","Argentina","2018-11-28 14:36:17"
566,"1229 Varanasi (Benares) Manor","Buenos Aires","40195","817740355461","POINT(-58.3333322 -34.6666718)","Avellaneda","Argentina","2018-11-28 14:36:17"
327,"1427 A Corua (La Corua) Place","Buenos Aires","85799","972574862516","POINT(0 0)","Baha Blanca","Argentina","2018-11-28 14:36:17"
28,"96 Tafuna Way","Crdoba","99865","934730187245","POINT(0 0)","Crdoba","Argentina","2018-11-28 14:36:17"
450,"203 Tambaram Street","Buenos Aires","73942","411549550611","POINT(-58.7550405 -34.3333355)","Escobar","Argentina","2018-11-28 14:36:17"
536,"166 Jinchang Street","Buenos Aires","86760","717566026669","POINT(-58.5247236 -34.8541788)","Ezeiza","Argentina","2018-11-28 14:36:17"
93,"1926 El Alto Avenue","Buenos Aires","75543","846225459260","POINT(-57.9545302 -34.9214582)","La Plata","Argentina","2018-11-28 14:36:17"
111,"1532 Dzerzinsk Way","Buenos Aires","9599","330838016880","POINT(-58.7282854 -34.6658341)","Merlo","Argentina","2018-11-28 14:36:17"
591,"773 Dallas Manor","Buenos Aires","12664","914466027044","POINT(-58.2526595 -34.7241859)","Quilmes","Argentina","2018-11-28 14:36:17"
247,"1483 Pathankot Street","Tucumn","37288","686015532180","POINT(0 0)","San Miguel de Tucumn","Argentina","2018-11-28 14:36:17"
336,"430 Kumbakonam Drive","Santa F","28814","105470691550","POINT(-58.3772319 -34.6131591)","Santa F","Argentina","2018-11-28 14:36:17"
410,"88 Nagaon Manor","Buenos Aires","86868","779461480495","POINT(-59.1331661 -37.3216706)","Tandil","Argentina","2018-11-28 14:36:17"
223,"1244 Allappuzha (Alleppey) Place","Buenos Aires","20657","991802825778","POINT(0 0)","Vicente Lpez","Argentina","2018-11-28 14:36:17"
45,"42 Brindisi Place","Yerevan","16744","42384721397","POINT(44.5136157 40.1811198)","Yerevan","Armenia","2018-11-28 14:36:17"
2,"28 MySQL Boulevard","QLD","","","POINT(153.1408538 -27.6333361)","Woodridge","Australia","2018-11-28 14:36:17"
4,"1411 Lillydale Drive","QLD","","6172235589","POINT(153.1913094 -27.6333373)","Woodridge","Australia","2018-11-28 14:36:17"
177,"1010 Klerksdorp Way","Steiermark","6802","493008546874","POINT(15.4512761 47.0666727)","Graz","Austria","2018-11-28 14:36:17"
163,"1440 Compton Place","North Austria","81037","931059836497","POINT(0 0)","Linz","Austria","2018-11-28 14:36:17"
271,"1587 Loja Manor","Salzburg","5410","621625204422","POINT(13.0439929 47.7994114)","Salzburg","Austria","2018-11-28 14:36:17"
338,"431 Szkesfehrvr Avenue","Baki","57828","119501405123","POINT(49.8920185 40.3776798)","Baku","Azerbaijan","2018-11-28 14:36:17"
339,"503 Sogamoso Loop","Sumqayit","49812","834626715837","POINT(49.6686177 40.5897257)","Sumqayit","Azerbaijan","2018-11-28 14:36:17"
596,"1759 Niznekamsk Avenue","al-Manama","39414","864392582257","POINT(50.5832283 26.2153669)","al-Manama","Bahrain","2018-11-28 14:36:17"
337,"1838 Tabriz Lane","Dhaka","1195","38988715447","POINT(90.4074439 23.7104078)","Dhaka","Bangladesh","2018-11-28 14:36:17"
334,"1816 Bydgoszcz Loop","Dhaka","64308","965273813662","POINT(89.9481296 24.9196508)","Jamalpur","Bangladesh","2018-11-28 14:36:17"
25,"262 A Corua (La Corua) Parkway","Dhaka","34418","892775750063","POINT(89.9165584 24.2498482)","Tangail","Bangladesh","2018-11-28 14:36:17"
533,"556 Asuncin Way","Mogiljov","35364","338244023543","POINT(30.3449906 53.9168017)","Mogiljov","Belarus","2018-11-28 14:36:17"
148,"1027 Songkhla Manor","Minsk","30861","563660187896","POINT(0 0)","Molodetno","Belarus","2018-11-28 14:36:17"
460,"659 Gatineau Boulevard","La Paz","28587","205524798287","POINT(-68.1833381 -16.4833304)","El Alto","Bolivia","2018-11-28 14:36:17"
436,"287 Cuautla Boulevard","Chuquisaca","72736","82619513349","POINT(-65.2627454 -19.0333211)","Sucre","Bolivia","2018-11-28 14:36:17"
557,"1407 Pachuca de Soto Place","Rio Grande do Sul","26284","380077794770","POINT(-51.0371785 -29.9889766)","Alvorada","Brazil","2018-11-28 14:36:17"
312,"1354 Siegen Street","Rio de Janeiro","80184","573441801529","POINT(-44.3180635 -23.0066772)","Angra dos Reis","Brazil","2018-11-28 14:36:17"
233,"356 Olomouc Manor","Gois","93323","22326410776","POINT(0 0)","Anpolis","Brazil","2018-11-28 14:36:17"
220,"1201 Qomsheh Manor","Gois","21464","873492228462","POINT(0 0)","Aparecida de Goinia","Brazil","2018-11-28 14:36:17"
81,"1692 Ede Loop","So Paulo","9223","918711376618","POINT(0 0)","Araatuba","Brazil","2018-11-28 14:36:17"
403,"1190 0 Place","Rio Grande do Sul","10417","841876514789","POINT(-54.1069424 -31.3313942)","Bag","Brazil","2018-11-28 14:36:17"
367,"1163 London Parkway","Par","6066","675120358494","POINT(0 0)","Belm","Brazil","2018-11-28 14:36:17"
210,"1304 s-Hertogenbosch Way","Santa Catarina","10925","90336226227","POINT(-49.0661132 -26.9194492)","Blumenau","Brazil","2018-11-28 14:36:17"
347,"1293 Nam Dinh Way","Roraima","71583","697656479977","POINT(-60.6733335 2.8197248)","Boa Vista","Brazil","2018-11-28 14:36:17"
330,"981 Kumbakonam Place","Distrito Federal","87611","829116184079","POINT(0 0)","Braslia","Brazil","2018-11-28 14:36:17"
96,"984 Effon-Alaiye Avenue","Gois","17119","132986892228","POINT(0 0)","Goinia","Brazil","2018-11-28 14:36:17"
432,"259 Ipoh Drive","So Paulo","64964","419009857119","POINT(0 0)","Guaruj","Brazil","2018-11-28 14:36:17"
134,"758 Junan Lane","Gois","82639","935448624185","POINT(0 0)","guas Lindas de Gois","Brazil","2018-11-28 14:36:17"
315,"543 Bergamo Avenue","Minas Gerais","59686","103602195112","POINT(0 0)","Ibirit","Brazil","2018-11-28 14:36:17"
51,"686 Garland Manor","Cear","52535","69493378813","POINT(0 0)","Juazeiro do Norte","Brazil","2018-11-28 14:36:17"
597,"32 Liaocheng Way","Minas Gerais","1944","410877354933","POINT(-43.3502807 -21.7641784)","Juiz de Fora","Brazil","2018-11-28 14:36:17"
187,"1839 Szkesfehrvr Parkway","Gois","55709","947468818183","POINT(0 0)","Luzinia","Brazil","2018-11-28 14:36:17"
250,"829 Grand Prairie Way","Paran","6461","741070712873","POINT(0 0)","Maring","Brazil","2018-11-28 14:36:17"
130,"1666 Qomsheh Drive","So Paulo","66255","582835362905","POINT(0 0)","Po","Brazil","2018-11-28 14:36:17"
259,"1338 Zalantun Lane","Minas Gerais","45403","840522972766","POINT(0 0)","Poos de Caldas","Brazil","2018-11-28 14:36:17"
78,"1206 Dos Quebradas Place","So Paulo","20207","241832790687","POINT(0 0)","Rio Claro","Brazil","2018-11-28 14:36:17"
182,"1891 Rizhao Boulevard","So Paulo","47288","391065549876","POINT(0 0)","Santa Brbara dOeste","Brazil","2018-11-28 14:36:17"
359,"519 Nyeri Manor","So Paulo","37650","764680915323","POINT(0 0)","Santo Andr","Brazil","2018-11-28 14:36:17"
550,"1715 Okayama Street","So Paulo","55676","169352919175","POINT(0 0)","So Bernardo do Campo","Brazil","2018-11-28 14:36:17"
448,"614 Denizli Parkway","Rio Grande do Sul","29444","876491807547","POINT(0 0)","So Leopoldo","Brazil","2018-11-28 14:36:17"
319,"1957 Yantai Lane","So Paulo","59255","704948322302","POINT(0 0)","Sorocaba","Brazil","2018-11-28 14:36:17"
43,"306 Antofagasta Place","Esprito Santo","3989","378318851631","POINT(0 0)","Vila Velha","Brazil","2018-11-28 14:36:17"
379,"1133 Rizhao Avenue","Pernambuco","2800","600264533987","POINT(0 0)","Vitria de Santo Anto","Brazil","2018-11-28 14:36:17"
95,"1370 Le Mans Avenue","Brunei and Muara","52163","345679835036","POINT(114.9480606 4.9402974)","Bandar Seri Begawan","Brunei","2018-11-28 14:36:17"
546,"191 Jos Azueta Parkway","Ruse","13629","932156667696","POINT(25.9708396 43.8563983)","Ruse","Bulgaria","2018-11-28 14:36:17"
219,"1229 Valencia Parkway","Haskovo","99124","352679173732","POINT(0 0)","Stara Zagora","Bulgaria","2018-11-28 14:36:17"
522,"1768 Udine Loop","Battambang","32347","448876499197","POINT(103.1982286 13.1027132)","Battambang","Cambodia","2018-11-28 14:36:17"
232,"754 Valencia Place","Phnom Penh","87911","594319417514","POINT(104.9160101 11.5624572)","Phnom Penh","Cambodia","2018-11-28 14:36:17"
357,"1641 Changhwa Place","Nord-Ouest","37636","256546485220","POINT(10.1459725 5.9597163)","Bamenda","Cameroon","2018-11-28 14:36:17"
366,"114 Jalib al-Shuyukh Manor","Centre","60440","845378657301","POINT(0 0)","Yaound","Cameroon","2018-11-28 14:36:17"
481,"1153 Allende Way","Qubec","20336","856872225376","POINT(0 0)","Gatineau","Canada","2018-11-28 14:36:17"
468,"1844 Usak Avenue","Nova Scotia","84461","164414772677","POINT(-63.5723905 44.6453389)","Halifax","Canada","2018-11-28 14:36:17"
1,"47 MySakila Drive","Alberta","","","POINT(-112.8185647 49.6999986)","Lethbridge","Canada","2018-11-28 14:36:17"
3,"23 Workhaven Lane","Alberta","","14033335568","POINT(-112.8185673 49.6999951)","Lethbridge","Canada","2018-11-28 14:36:17"
193,"891 Novi Sad Manor","Ontario","5379","247646995453","POINT(-78.8495705 43.9001243)","Oshawa","Canada","2018-11-28 14:36:17"
415,"432 Garden Grove Street","Ontario","65630","615964523510","POINT(-79.4372524 43.8711166)","Richmond Hill","Canada","2018-11-28 14:36:17"
441,"983 Santa F Way","British Colombia","47472","145720452260","POINT(-123.1193449 49.2496694)","Vancouver","Canada","2018-11-28 14:36:17"
541,"195 Ilorin Street","Chari-Baguirmi","49250","8912935608","POINT(0 0)","NDjamna","Chad","2018-11-28 14:36:17"
49,"1718 Valencia Street","Antofagasta","37359","675292816413","POINT(-70.3954856 -23.6523691)","Antofagasta","Chile","2018-11-28 14:36:17"
521,"568 Dhule (Dhulia) Loop","Coquimbo","92568","602101369463","POINT(-719213205 -30.7540619)","Coquimbo","Chile","2018-11-28 14:36:17"
469,"1872 Toulon Loop","OHiggins","7939","928809465153","POINT(0 0)","Rancagua","Chile","2018-11-28 14:36:17"
544,"183 Haiphong Street","Jilin","69953","488600270038","POINT(122.8207694 45.6074696)","Baicheng","China","2018-11-28 14:36:17"
500,"362 Rajkot Lane","Gansu","98030","962020153680","POINT(104.1702318 36.5469698)","Baiyin","China","2018-11-28 14:36:17"
539,"1332 Gaziantep Lane","Shandong","22813","383353187467","POINT(118.0166724 37.3666714)","Binzhou","China","2018-11-28 14:36:17"
201,"817 Bradford Loop","Jiangsu","89459","264286442804","POINT(119.9540109 31.7735997)","Changzhou","China","2018-11-28 14:36:17"
265,"1158 Mandi Bahauddin Parkway","Shanxi","98484","276555730211","POINT(113.2913974 40.0936132)","Datong","China","2018-11-28 14:36:17"
68,"1966 Amroha Avenue","Sichuan","70385","333489324603","POINT(107.5009216 31.2159254)","Daxian","China","2018-11-28 14:36:17"
471,"1322 Mosul Parkway","Shandong","95400","268053970382","POINT(118.4916571 37.4627174)","Dongying","China","2018-11-28 14:36:17"
394,"753 Ilorin Avenue","Sichuan","3656","464511145118","POINT(103.3875589 29.5326767)","Emeishan","China","2018-11-28 14:36:17"
114,"804 Elista Drive","Hubei","61069","379804592943","POINT(109.4833346 30.3716555)","Enshi","China","2018-11-28 14:36:17"
318,"1774 Yaound Place","Hubei","91400","613124286867","POINT(114.7797975 30.4883229)","Ezhou","China","2018-11-28 14:36:17"
215,"1333 Haldia Street","Jilin","82161","408304391718","POINT(124.8166714 45.1833321)","Fuyu","China","2018-11-28 14:36:17"
286,"1308 Sumy Loop","Fujian","30657","583021225407","POINT(119.3061118 26.0613964)","Fuzhou","China","2018-11-28 14:36:17"
558,"904 Clarksville Drive","Zhejiang","52234","955349440539","POINT(120.6715344 30.4784468)","Haining","China","2018-11-28 14:36:17"
169,"154 Tallahassee Loop","Xinxiang","62250","935508855935","POINT(0 0)","Hami","China","2018-11-28 14:36:17"
142,"1587 Sullana Lane","Inner Mongolia","85769","468060467018","POINT(111.6522231 40.8105654)","Hohhot","China","2018-11-28 14:36:17"
389,"500 Lincoln Parkway","Jiangsu","95509","550306965159","POINT(119.0191752 33.5886108)","Huaian","China","2018-11-28 14:36:17"
172,"475 Atinsk Way","Gansu","59571","201705577290","POINT(102.1937901 38.5006258)","Jinchang","China","2018-11-28 14:36:17"
600,"1837 Kaduna Parkway","Inner Mongolia","82580","640843562301","POINT(113.1058305 41.0275874)","Jining","China","2018-11-28 14:36:17"
601,"844 Bucuresti Place","Liaoning","36603","935952366111","POINT(121.7166704 39.1015975)","Jinzhou","China","2018-11-28 14:36:17"
440,"722 Bradford Lane","Shandong","90920","746251338300","POINT(118.8288902 35.1711181)","Junan","China","2018-11-28 14:36:17"
288,"226 Halifax Street","Xinxiang","58492","790651020929","POINT(0 0)","Korla","China","2018-11-28 14:36:17"
155,"1560 Jelets Boulevard","Shandong","77777","189446090264","POINT(117.6569432 36.1927835)","Laiwu","China","2018-11-28 14:36:17"
427,"1557 Cape Coral Parkway","Hubei","46875","368284120423","POINT(111.6677871 32.3858334)","Laohekou","China","2018-11-28 14:36:17"
272,"1762 Paarl Parkway","Hunan","53928","192459639410","POINT(111.4294489 27.6880608)","Lengshuijiang","China","2018-11-28 14:36:17"
575,"1052 Pathankot Avenue","Sichuan","77397","128499386727","POINT(103.7638641 29.5622781)","Leshan","China","2018-11-28 14:36:17"
133,"1854 Tieli Street","Shandong","15819","509492324775","POINT(115.9776621 36.4559676)","Liaocheng","China","2018-11-28 14:36:17"
94,"1952 Chatsworth Drive","Guangdong","25958","991562402283","POINT(116.1337663 24.3536429)","Meixian","China","2018-11-28 14:36:17"
41,"1440 Fukuyama Loop","Henan","47929","912257250465","POINT(112.5327806 32.9947239)","Nanyang","China","2018-11-28 14:36:17"
173,"1294 Firozabad Drive","Jiangxi","70618","161801569569","POINT(113.8700962 27.5781343)","Pingxiang","China","2018-11-28 14:36:17"
246,"1246 Boksburg Parkway","Hebei","28349","890283544295","POINT(119.5883327 39.9316729)","Qinhuangdao","China","2018-11-28 14:36:17"
501,"1060 Tandil Lane","Shandong","72349","211256301880","POINT(119.4552851 35.4275658)","Rizhao","China","2018-11-28 14:36:17"
552,"390 Wroclaw Way","Hainan","5753","357593328658","POINT(109.5053434 18.2430649)","Sanya","China","2018-11-28 14:36:17"
429,"1269 Botosani Manor","Guangdong","47394","736517327853","POINT(115.3475866 22.7819959)","Shanwei","China","2018-11-28 14:36:17"
490,"1909 Dayton Avenue","Guangdong","88513","702955450528","POINT(113.5833382 24.8921893)","Shaoguan","China","2018-11-28 14:36:17"
383,"686 Donostia-San Sebastin Lane","Guangdong","97390","71857599858","POINT(114.0683656 22.5455493)","Shenzhen","China","2018-11-28 14:36:17"
516,"1574 Goinia Boulevard","Heilongjiang","39529","59634255214","POINT(126.9950837 46.6395441)","Suihua","China","2018-11-28 14:36:17"
253,"1760 Oshawa Manor","Tianjin","38140","56257502250","POINT(117.1766766 39.1422277)","Tianjin","China","2018-11-28 14:36:17"
307,"1908 Gaziantep Place","Liaoning","58979","108053751300","POINT(123.6058384 42.4130612)","Tiefa","China","2018-11-28 14:36:17"
605,"1325 Fukuyama Street","Heilongjiang","27107","288241215394","POINT(128.0449753 46.9804391)","Tieli","China","2018-11-28 14:36:17"
447,"105 Dzerzinsk Manor","Inner Mongolia","48570","240776414296","POINT(122.2652882 43.6125443)","Tongliao","China","2018-11-28 14:36:17"
594,"1464 Kursk Parkway","Shandong","17381","338758048786","POINT(119.1019435 36.7120636)","Weifang","China","2018-11-28 14:36:17"
245,"1103 Bilbays Parkway","Hubei","87660","279979529227","POINT(112.1447918 32.0422301)","Xiangfan","China","2018-11-28 14:36:17"
71,"1586 Guaruj Place","Hunan","5135","947233365992","POINT(112.9985807 27.8519136)","Xiangtan","China","2018-11-28 14:36:17"
570,"415 Pune Avenue","Shandong","44274","203202500108","POINT(117.7519451 35.9005687)","Xintai","China","2018-11-28 14:36:17"
344,"1909 Benguela Lane","Henan","19913","624138001031","POINT(113.8672267 35.3088968)","Xinxiang","China","2018-11-28 14:36:17"
277,"85 San Felipe de Puerto Plata Drive","Shandong","46063","170739645687","POINT(121.4408172 37.4764973)","Yantai","China","2018-11-28 14:36:17"
489,"1297 Alvorada Parkway","Ningxia","11839","508348602835","POINT(106.2730691 38.4680603)","Yinchuan","China","2018-11-28 14:36:17"
527,"1993 0 Loop","Liaoning","41214","25865528181","POINT(122.2283366 40.6648207)","Yingkou","China","2018-11-28 14:36:17"
158,"798 Cianjur Avenue","Shanxi","76990","499408708580","POINT(110.9927885 35.0230678)","Yuncheng","China","2018-11-28 14:36:17"
329,"867 Benin City Avenue","Henan","78543","168884817145","POINT(113.4638946 34.1627839)","Yuzhou","China","2018-11-28 14:36:17"
97,"832 Nakhon Sawan Manor","Inner Mongolia","49021","275595571388","POINT(122.7166725 486172957)","Zalantun","China","2018-11-28 14:36:17"
520,"1778 Gijn Manor","Hubei","35156","288910576761","POINT(112.7541772 32.1272296)","Zaoyang","China","2018-11-28 14:36:17"
556,"346 Cam Ranh Avenue","Zhejiang","39976","978430786151","POINT(122.2046507 30.0107523)","Zhoushan","China","2018-11-28 14:36:17"
239,"98 Stara Zagora Boulevard","Valle","76448","610173756082","POINT(-77.0311671 3.8801538)","Buenaventura","Colombia","2018-11-28 14:36:17"
124,"241 Mosul Lane","Risaralda","76157","765345144779","POINT(-75.6672757 4.8391685)","Dos Quebradas","Colombia","2018-11-28 14:36:17"
465,"734 Tanshui Avenue","Caquet","70664","366776723320","POINT(0 0)","Florencia","Colombia","2018-11-28 14:36:17"
184,"1410 Benin City Parkway","Risaralda","29747","104150372603","POINT(-75.6961154 4.8133305)","Pereira","Colombia","2018-11-28 14:36:17"
91,"1740 Portoviejo Avenue","Sucre","29932","198123170793","POINT(-75.3977888 9.3047285)","Sincelejo","Colombia","2018-11-28 14:36:17"
495,"656 Matamoros Drive","Boyac","19489","17305839123","POINT(0 0)","Sogamoso","Colombia","2018-11-28 14:36:17"
392,"514 Ife Way","Shaba","69973","900235712074","POINT(0 0)","Lubumbashi","Congo, The Democratic Republic of the","2018-11-28 14:36:17"
380,"1519 Santiago de los Caballeros Loop","East Kasai","22025","409315295763","POINT(0 0)","Mwene-Ditu","Congo, The Democratic Republic of the","2018-11-28 14:36:17"
270,"682 Halisahar Place","Severn Morava","20536","475553436330","POINT(0 0)","Olomouc","Czech Republic","2018-11-28 14:36:17"
442,"1245 Ibirit Way","La Romana","40926","331888642162","POINT(-68.9728505 18.4273397)","La Romana","Dominican Republic","2018-11-28 14:36:17"
423,"437 Chungho Drive","Puerto Plata","59489","491271355190","POINT(-70.6884507 19.7934458)","San Felipe de Puerto Plata","Dominican Republic","2018-11-28 14:36:17"
